timestamp_iso,timestamp_unix,elapsed_sec,frame_type,has_acc,has_gyro,has_angle,acc_x_g,acc_y_g,acc_z_g,gyro_x_dps,gyro_y_dps,gyro_z_dps,roll_deg,pitch_deg,yaw_deg
2021-03-27 02:03:14,1616810594.161064,332.290963,angle,1,1,1,-0.289062,-0.261719,1.022461,-0.061035,9.521484,0.549316,-8.536377,13.639526,129.688110
2021-03-27 02:03:14,1616810594.181844,332.311743,angle,1,1,1,-0.277344,-0.079590,1.019531,-1.159668,5.859375,8.972168,-8.547363,13.958130,130.649414
2021-03-27 02:03:14,1616810594.200558,332.330458,angle,1,1,1,-0.160156,-0.013672,1.086426,-1.403809,2.441406,8.911133,-8.574829,14.150391,131.374512
2021-03-27 02:03:14,1616810594.221384,332.351283,angle,1,1,1,-0.073730,-0.041016,1.105469,-1.464844,-1.098633,8.850098,-8.574829,14.188843,131.890869
2021-03-27 02:03:14,1616810594.240095,332.369994,angle,1,1,1,-0.041016,0.000000,1.035645,1.220703,-2.258301,8.483887,-8.492432,14.139404,132.374268
2021-03-27 02:03:14,1616810594.260858,332.390754,angle,1,1,1,-0.092285,-0.089844,0.966309,3.906250,-1.953125,6.042480,-8.322144,14.035034,132.764282
2021-03-27 02:03:14,1616810594.281641,332.411541,angle,1,1,1,0.023926,-0.048828,1.040527,6.530762,-3.173828,5.187988,-8.031006,13.925171,133.088379
2021-03-27 02:03:14,1616810594.300387,332.430286,angle,1,1,1,0.060547,0.051270,1.178223,6.835938,-3.601074,5.859375,-7.630005,13.815308,133.258667
2021-03-27 02:03:14,1616810594.321178,332.451077,angle,1,1,1,0.187500,0.148438,1.130371,4.211426,-2.014160,5.798340,-7.360840,13.727417,133.253174
2021-03-27 02:03:14,1616810594.339869,332.469769,angle,1,1,1,0.214844,-0.022461,1.172852,2.868652,0.122070,7.019043,-7.168579,13.732910,133.148804
2021-03-27 02:03:14,1616810594.362709,332.492608,angle,1,1,1,0.227539,-0.140625,1.167480,0.061035,4.150391,7.507324,-7.091675,13.848267,133.093872
2021-03-27 02:03:14,1616810594.381476,332.511373,angle,1,1,1,0.181152,-0.184082,1.083496,-0.549316,7.324219,7.568359,-7.086182,14.073486,133.077393
2021-03-27 02:03:14,1616810594.402255,332.532154,angle,1,1,1,0.063965,-0.113281,0.977051,-2.929688,8.666992,10.070801,-7.174072,14.348145,133.143311
2021-03-27 02:03:14,1616810594.420949,332.550848,angle,1,1,1,0.015137,-0.044922,0.954590,-4.211426,7.080078,12.268066,-7.355347,14.611816,133.253174
2021-03-27 02:03:14,1616810594.441719,332.571618,angle,1,1,1,-0.066895,-0.042969,0.984375,-4.028320,4.516602,11.413574,-7.536621,14.809570,133.330078
2021-03-27 02:03:14,1616810594.462489,332.592389,angle,1,1,1,-0.153809,-0.118652,0.953613,-1.770020,1.831055,10.986328,-7.646484,14.919434,133.412476
2021-03-27 02:03:14,1616810594.481194,332.611093,angle,1,1,1,-0.176270,-0.134766,0.928711,0.793457,-0.793457,11.413574,-7.662964,14.913940,133.478394
2021-03-27 02:03:14,1616810594.501964,332.631864,angle,1,1,1,-0.187012,-0.073730,0.848145,3.173828,-3.601074,10.253906,-7.591553,14.820557,133.544312
2021-03-27 02:03:14,1616810594.520668,332.650567,angle,1,1,1,-0.149414,-0.002930,0.813477,4.455566,-3.601074,9.460449,-7.448730,14.683228,133.571777
